"","X","prolific_id","animacy_condtion","frame_content_condition","type","word_col","answers"
"23",123,"5f7f239e9b204e05b6c36538","inanimate","lexical","Emotion Adj?","WILPY","1"
"24",127,"5f7f239e9b204e05b6c36538","inanimate","lexical","Emotion Adj?","WILPY","1"
"25",131,"5f7f239e9b204e05b6c36538","inanimate","lexical","Emotion Adj?","BRISPY","0"
"26",135,"5f7f239e9b204e05b6c36538","inanimate","lexical","Emotion Adj?","BRISPY","1"
"27",139,"5f7f239e9b204e05b6c36538","inanimate","lexical","Emotion Adj?","BRISPY","1"
"28",143,"5f7f239e9b204e05b6c36538","inanimate","lexical","Emotion Adj?","BRISPY","1"
"29",147,"5f7f239e9b204e05b6c36538","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"30",151,"5f7f239e9b204e05b6c36538","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"31",155,"5f7f239e9b204e05b6c36538","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"32",159,"5f7f239e9b204e05b6c36538","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"33",195,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","DAXY","0"
"34",199,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","DAXY","1"
"35",203,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","DAXY","1"
"36",207,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","DAXY","1"
"37",211,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","WILPY","0"
"38",215,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","WILPY","0"
"39",223,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","WILPY","1"
"40",227,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","BRISPY","0"
"41",231,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","BRISPY","1"
"42",235,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","BRISPY","1"
"43",239,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","BRISPY","1"
"44",243,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"45",247,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"46",251,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"47",255,"5f4a5983a08b215d74d2cd99","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"48",291,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","DAXY","1"
"49",295,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","DAXY","0"
"50",299,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","DAXY","0"
"51",303,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","DAXY","0"
"52",307,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","WILPY","0"
"53",311,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","WILPY","1"
"54",315,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","WILPY","1"
"55",319,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","WILPY","1"
"56",323,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","BRISPY","0"
"57",327,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","BRISPY","0"
"58",331,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","BRISPY","0"
"59",335,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","BRISPY","0"
"60",339,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"61",343,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"62",347,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"63",351,"5be76e59d153f500019a700c","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"64",387,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","DAXY","0"
"65",391,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","DAXY","0"
"66",395,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","DAXY","1"
"67",399,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","DAXY","1"
"68",403,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","WILPY","0"
"69",407,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","WILPY","1"
"70",411,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","WILPY","1"
"71",415,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","WILPY","1"
"72",419,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","BRISPY","0"
"73",423,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","BRISPY","1"
"74",427,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","BRISPY","1"
"75",431,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","BRISPY","1"
"76",435,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"77",439,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"78",443,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"79",447,"6365740d110a1d4e1c79cfac","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"80",483,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","DAXY","0"
"81",487,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","DAXY","0"
"82",491,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","DAXY","0"
"83",495,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","DAXY","0"
"84",499,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","WILPY","0"
"85",503,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","WILPY","0"
"86",507,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","WILPY","0"
"87",511,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","WILPY","0"
"88",515,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","BRISPY","0"
"89",519,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","BRISPY","0"
"90",523,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","BRISPY","1"
"91",527,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","BRISPY","1"
"92",531,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"93",535,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"94",539,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"95",543,"5f992a860fbcaa247cb2750f","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"96",579,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","DAXY","0"
"97",583,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","DAXY","0"
"98",587,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","DAXY","0"
"99",591,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","DAXY","0"
"100",595,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","WILPY","0"
"101",599,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","WILPY","0"
"102",603,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","WILPY","1"
"103",607,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","WILPY","0"
"104",611,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","BRISPY","0"
"105",615,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","BRISPY","1"
"106",619,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","BRISPY","1"
"107",623,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","BRISPY","1"
"108",627,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"109",631,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"110",635,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"111",639,"5d2fc33c3af1410018f872ae","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"112",675,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","DAXY","0"
"113",679,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","DAXY","0"
"114",683,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","DAXY","0"
"115",687,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","DAXY","0"
"116",691,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","WILPY","0"
"117",695,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","WILPY","1"
"118",699,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","WILPY","1"
"119",703,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","WILPY","1"
"120",707,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","BRISPY","0"
"121",711,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","BRISPY","0"
"122",715,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","BRISPY","1"
"123",719,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","BRISPY","1"
"124",723,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"125",727,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"126",731,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"127",735,"60873580bff5d1a4e37d14d2","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"128",771,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","DAXY","0"
"129",775,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","DAXY","1"
"130",779,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","DAXY","0"
"131",783,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","DAXY","1"
"132",787,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","WILPY","0"
"133",791,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","WILPY","1"
"134",795,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","WILPY","1"
"135",799,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","WILPY","1"
"136",803,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","BRISPY","0"
"137",807,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","BRISPY","1"
"138",811,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","BRISPY","1"
"139",815,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","BRISPY","1"
"140",819,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"141",823,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"142",827,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"143",831,"5dd29e4e2274972a5d4ada96","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"144",867,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","DAXY","0"
"145",871,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","DAXY","0"
"146",875,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","DAXY","0"
"147",879,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","DAXY","1"
"148",883,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","WILPY","0"
"149",887,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","WILPY","0"
"150",891,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","WILPY","0"
"151",895,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","WILPY","1"
"152",899,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","BRISPY","0"
"153",903,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","BRISPY","0"
"154",907,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","BRISPY","1"
"155",911,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","BRISPY","1"
"156",915,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"157",919,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"158",923,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"159",927,"5ed56b77ff7d880eff84d708","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"160",963,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","DAXY","0"
"161",967,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","DAXY","1"
"162",971,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","DAXY","1"
"163",975,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","DAXY","1"
"164",979,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","WILPY","0"
"165",983,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","WILPY","1"
"166",987,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","WILPY","1"
"167",991,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","WILPY","1"
"168",995,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","BRISPY","0"
"169",999,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","BRISPY","1"
"170",1003,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","BRISPY","1"
"171",1007,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","BRISPY","1"
"172",1011,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"173",1015,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"174",1019,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"175",1023,"60aa07ac10464c29f42088d9","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"176",1059,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","DAXY","0"
"177",1063,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","DAXY","1"
"178",1067,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","DAXY","1"
"179",1071,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","DAXY","1"
"180",1075,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","WILPY","0"
"181",1079,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","WILPY","1"
"182",1083,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","WILPY","1"
"183",1087,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","WILPY","1"
"184",1091,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","BRISPY","0"
"185",1095,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","BRISPY","0"
"186",1099,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","BRISPY","1"
"187",1103,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","BRISPY","1"
"188",1107,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"189",1111,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"190",1115,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"191",1119,"63bb4a3a48b487f62234debe","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"192",1155,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","DAXY","0"
"193",1159,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","DAXY","0"
"194",1163,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","DAXY","0"
"195",1167,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","DAXY","0"
"196",1171,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","WILPY","0"
"197",1175,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","WILPY","1"
"198",1179,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","WILPY","0"
"199",1183,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","WILPY","0"
"200",1187,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","BRISPY","0"
"201",1191,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","BRISPY","0"
"202",1195,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","BRISPY","1"
"203",1199,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","BRISPY","1"
"204",1203,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"205",1207,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"206",1211,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"207",1215,"6096ace01e65b3225e84d29f","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"208",1251,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","DAXY","0"
"209",1255,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","DAXY","0"
"210",1259,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","DAXY","0"
"211",1263,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","DAXY","1"
"212",1267,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","WILPY","0"
"213",1271,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","WILPY","0"
"214",1275,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","WILPY","0"
"215",1279,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","WILPY","0"
"216",1283,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","BRISPY","0"
"217",1287,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","BRISPY","1"
"218",1291,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","BRISPY","1"
"219",1295,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","BRISPY","1"
"220",1299,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"221",1303,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"222",1307,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"223",1311,"61517b09cb26914ee2b6b731","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"224",1347,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","DAXY","0"
"225",1359,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","DAXY","1"
"226",1363,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","WILPY","0"
"227",1367,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","WILPY","0"
"228",1371,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","WILPY","1"
"229",1375,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","WILPY","1"
"230",1383,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","BRISPY","1"
"231",1387,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","BRISPY","1"
"232",1391,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","BRISPY","1"
"233",1395,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"234",1399,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"235",1403,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"236",1407,"599364c1fc37790001fa4e1d","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"237",1443,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","DAXY","0"
"238",1447,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","DAXY","0"
"239",1451,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","DAXY","1"
"240",1455,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","DAXY","1"
"241",1459,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","WILPY","0"
"242",1463,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","WILPY","0"
"243",1467,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","WILPY","1"
"244",1471,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","WILPY","1"
"245",1475,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","BRISPY","0"
"246",1479,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","BRISPY","0"
"247",1483,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","BRISPY","1"
"248",1487,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","BRISPY","1"
"249",1491,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"250",1495,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"251",1499,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"252",1503,"5e6a11b646df0b0008647b87","inanimate","lexical","Emotion Adj?","SPOOVY","1"
"253",1539,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","DAXY","0"
"254",1543,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","DAXY","1"
"255",1547,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","DAXY","1"
"256",1551,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","DAXY","1"
"257",1555,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","WILPY","0"
"258",1559,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","WILPY","0"
"259",1563,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","WILPY","0"
"260",1567,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","WILPY","1"
"261",1571,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","BRISPY","0"
"262",1575,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","BRISPY","1"
"263",1579,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","BRISPY","1"
"264",1583,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","BRISPY","1"
"265",1587,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"266",1591,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"267",1595,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"268",1599,"63bc9e8cd8106f8d94c636d4","inanimate","lexical","Emotion Adj?","SPOOVY","0"
"269",1635,"5f61ba7cfdaccd165da6985b","inanimate","lexical","Emotion Adj?","DAXY","0"
"270",1639,"5f61ba7cfdaccd165da6985b","inanimate","lexical","Emotion Adj?","DAXY","0"
"271",1643,"5f61ba7cfdaccd165da6985b","inanimate","lexical","Emotion Adj?","DAXY","1"
"272",1647,"5f61ba7cfdaccd165da6985b","inanimate","lexical","Emotion Adj?","DAXY","0"
"273",1651,"5f61ba7cfdaccd165da6985b","inanimate","lexical","Emotion Adj?","WILPY","0"
"274",1655,"5f61ba7cfdaccd165da6985b","inanimate","lexical","Emotion Adj?","WILPY","1"
"275",1659,"5f61ba7cfdaccd165da6985b","inanimate","lexical","Emotion Adj?","WILPY","0"
"276",1663,"5f61ba7cfdaccd165da6985b","inanimate","lexical","Emotion Adj?","WILPY","0"
"277",1667,"5f61ba7cfdaccd165da6985b","inanimate","lexical","Emotion Adj?","BRISPY","0"
"278",1671,"5f61ba7cfdaccd165da6985b","inanimate","lexical","Emotion Adj?","BRISPY","1"
