"","prolific_id","animacy_condtion","frame_content_condition","word_col","Emotion Adj?-Conserv","Confidence"
"43","5f3e472b3897d202145e3040","inanimate","bleached","BRISPY","1","2"
"44","63d13d8fb1dc47968a984070","inanimate","bleached","DAXY","1","2"
"45","63d13d8fb1dc47968a984070","inanimate","bleached","WILPY","1","1"
"46","63d13d8fb1dc47968a984070","inanimate","bleached","SPOOVY","1","3"
"47","63d13d8fb1dc47968a984070","inanimate","bleached","TROBY","1","3"
"48","63d13d8fb1dc47968a984070","inanimate","bleached","BRISPY","1","2"
"49","60c9fcbb6090f57f63cdbebf","inanimate","bleached","DAXY","1","1"
"50","60c9fcbb6090f57f63cdbebf","inanimate","bleached","SPOOVY","1","1"
"51","60c9fcbb6090f57f63cdbebf","inanimate","bleached","TROBY","1","1"
"52","60c9fcbb6090f57f63cdbebf","inanimate","bleached","BRISPY","1","1"
"53","60b8ba78d542997c6da77923","inanimate","bleached","DAXY","1","1"
"54","60b8ba78d542997c6da77923","inanimate","bleached","SPOOVY","1","2"
"55","60b8ba78d542997c6da77923","inanimate","bleached","TROBY","1","1"
"56","60b8ba78d542997c6da77923","inanimate","bleached","BRISPY","1","1"
"57","5f0333df099f494ed223e66a","inanimate","bleached","DAXY","1","1"
"58","5f0333df099f494ed223e66a","inanimate","bleached","SPOOVY","1","1"
"59","5f0333df099f494ed223e66a","inanimate","bleached","TROBY","1","1"
"60","5f0333df099f494ed223e66a","inanimate","bleached","BRISPY","1","2"
"61","5ba81652351c52000158ac0f","inanimate","bleached","DAXY","1","1"
"62","5ba81652351c52000158ac0f","inanimate","bleached","WILPY","1","1"
"63","5ba81652351c52000158ac0f","inanimate","bleached","SPOOVY","1","2"
"64","5ba81652351c52000158ac0f","inanimate","bleached","TROBY","1","2"
"65","5ba81652351c52000158ac0f","inanimate","bleached","BRISPY","1","3"
"66","5cd707bb2e50c90017583e61","inanimate","bleached","DAXY","1","2"
"67","5cd707bb2e50c90017583e61","inanimate","bleached","SPOOVY","1","1"
"68","5cd707bb2e50c90017583e61","inanimate","bleached","TROBY","1","2"
"69","5cd707bb2e50c90017583e61","inanimate","bleached","BRISPY","1","1"
"70","60ff3f453a7507c2797c0d52","inanimate","bleached","DAXY","1","1"
"71","60ff3f453a7507c2797c0d52","inanimate","bleached","WILPY","1","1"
"72","60ff3f453a7507c2797c0d52","inanimate","bleached","SPOOVY","1","1"
"73","60ff3f453a7507c2797c0d52","inanimate","bleached","TROBY","1","1"
"74","60ff3f453a7507c2797c0d52","inanimate","bleached","BRISPY","1","2"
"75","60fae3023760e4e5489a8c51","inanimate","bleached","BRISPY","1","3"
"76","610946ad260f5704c02f88ec","inanimate","bleached","SPOOVY","1","2"
"77","610946ad260f5704c02f88ec","inanimate","bleached","TROBY","1","1"
"78","610946ad260f5704c02f88ec","inanimate","bleached","BRISPY","1","1"
"79","610946ad260f5704c02f88ec","inanimate","bleached","LARPY","1","1"
"80","60f530c55488cb2191741004","inanimate","bleached","SPOOVY","1","2"
"81","60f530c55488cb2191741004","inanimate","bleached","TROBY","1","2"
"82","60f530c55488cb2191741004","inanimate","bleached","BRISPY","1","3"
"83","60f530c55488cb2191741004","inanimate","bleached","LARPY","1","2"
"84","5e8a9b57785373750ff4a8bc","inanimate","bleached","DAXY","1","1"
"85","5e8a9b57785373750ff4a8bc","inanimate","bleached","SPOOVY","1","1"
"86","5e8a9b57785373750ff4a8bc","inanimate","bleached","TROBY","1","1"
"87","5e8a9b57785373750ff4a8bc","inanimate","bleached","BRISPY","1","1"
"88","5c662b55b91aaf0001e42efb","inanimate","bleached","DAXY","1","1"
"89","5c662b55b91aaf0001e42efb","inanimate","bleached","WILPY","1","1"
"90","5c662b55b91aaf0001e42efb","inanimate","bleached","SPOOVY","1","1"
"91","5c662b55b91aaf0001e42efb","inanimate","bleached","TROBY","1","1"
"92","5c662b55b91aaf0001e42efb","inanimate","bleached","BRISPY","1","2"
"93","61218e2b5c6a54b79b4849db","inanimate","bleached","TROBY","1","2"
"94","61218e2b5c6a54b79b4849db","inanimate","bleached","BRISPY","1","3"
"95","615d8a94a76a15626da937c5","inanimate","bleached","DAXY","1","1"
"96","615d8a94a76a15626da937c5","inanimate","bleached","SPOOVY","1","2"
"97","615d8a94a76a15626da937c5","inanimate","bleached","BRISPY","1","2"
"98","60a769bb1797a5ffa3c3d241","inanimate","bleached","SPOOVY","1","2"
"99","60a769bb1797a5ffa3c3d241","inanimate","bleached","TROBY","1","1"
"100","60a769bb1797a5ffa3c3d241","inanimate","bleached","BRISPY","1","2"
"101","6151f63958f5eb5b33db9239","inanimate","bleached","DAXY","1","1"
"102","6151f63958f5eb5b33db9239","inanimate","bleached","SPOOVY","1","2"
"103","6151f63958f5eb5b33db9239","inanimate","bleached","TROBY","1","2"
"104","6151f63958f5eb5b33db9239","inanimate","bleached","BRISPY","1","2"
"105","5d809dfc0a4791001670efd3","inanimate","bleached","WILPY","1","2"
"106","5d809dfc0a4791001670efd3","inanimate","bleached","SPOOVY","1","2"
"107","5d809dfc0a4791001670efd3","inanimate","bleached","TROBY","1","3"
"108","5d809dfc0a4791001670efd3","inanimate","bleached","BRISPY","1","3"
"109","5d809dfc0a4791001670efd3","inanimate","bleached","LARPY","1","3"
"110","5987579e4875a80001c9a384","inanimate","bleached","SPOOVY","1","2"
"111","5987579e4875a80001c9a384","inanimate","bleached","TROBY","1","2"
"112","5987579e4875a80001c9a384","inanimate","bleached","BRISPY","1","3"
"113","611d2cb9f380d131ee1a267e","inanimate","bleached","TROBY","1","1"
"114","611d2cb9f380d131ee1a267e","inanimate","bleached","BRISPY","1","1"
"115","61583e5838de2383e5d85e8e","inanimate","bleached","DAXY","1","1"
"116","61583e5838de2383e5d85e8e","inanimate","bleached","SPOOVY","1","2"
"117","61583e5838de2383e5d85e8e","inanimate","bleached","TROBY","1","1"
"118","61583e5838de2383e5d85e8e","inanimate","bleached","BRISPY","1","2"
"119","6101e16e46ab830d098f1436","inanimate","bleached","DAXY","1","1"
"120","6101e16e46ab830d098f1436","inanimate","bleached","SPOOVY","1","1"
"121","607e4dfa0a78225014b39cdb","inanimate","bleached","DAXY","1","2"
"122","607e4dfa0a78225014b39cdb","inanimate","bleached","SPOOVY","1","3"
"123","607e4dfa0a78225014b39cdb","inanimate","bleached","TROBY","1","1"
"124","607e4dfa0a78225014b39cdb","inanimate","bleached","BRISPY","1","2"
"125","607e4dfa0a78225014b39cdb","inanimate","bleached","LARPY","1","1"
"126","63471036ea4370051841008b","inanimate","lexical","WILPY","1","1"
"127","63471036ea4370051841008b","inanimate","lexical","TROBY","1","1"
"128","5def85482c54d461f5445b3b","inanimate","lexical","WILPY","1","3"
"129","5def85482c54d461f5445b3b","inanimate","lexical","SPOOVY","1","3"
"130","5def85482c54d461f5445b3b","inanimate","lexical","TROBY","1","2"
"131","5def85482c54d461f5445b3b","inanimate","lexical","BRISPY","1","2"
"132","607e90c1f406d76b70d9d8f1","inanimate","lexical","WILPY","1","2"
"133","607e90c1f406d76b70d9d8f1","inanimate","lexical","TROBY","1","2"
"134","607e90c1f406d76b70d9d8f1","inanimate","lexical","BRISPY","1","2"
"135","58eb63fecd3c5b0001fb6c8b","inanimate","lexical","SPOOVY","1","2"
"136","58eb63fecd3c5b0001fb6c8b","inanimate","lexical","TROBY","1","1"
"137","58eb63fecd3c5b0001fb6c8b","inanimate","lexical","BRISPY","1","2"
"138","5e6a45499afc710a6a279e37","inanimate","lexical","DAXY","1","2"
"139","5e6a45499afc710a6a279e37","inanimate","lexical","WILPY","1","2"
"140","5e6a45499afc710a6a279e37","inanimate","lexical","SPOOVY","1","1"
"141","5e6a45499afc710a6a279e37","inanimate","lexical","TROBY","1","2"
"142","5e6a45499afc710a6a279e37","inanimate","lexical","BRISPY","1","3"
"143","5ee9193db78df9119fe4f7c1","inanimate","lexical","DAXY","1","2"
"144","5e15ab395005ccbab6f991ec","inanimate","lexical","TROBY","1","3"
"145","5e15ab395005ccbab6f991ec","inanimate","lexical","BRISPY","1","3"
"146","61474f07f4cfbc50cb3b2f1e","inanimate","lexical","DAXY","1","1"
"147","61474f07f4cfbc50cb3b2f1e","inanimate","lexical","WILPY","1","1"
"148","61474f07f4cfbc50cb3b2f1e","inanimate","lexical","TROBY","1","1"
"149","61474f07f4cfbc50cb3b2f1e","inanimate","lexical","BRISPY","1","1"
"150","61474f07f4cfbc50cb3b2f1e","inanimate","lexical","LARPY","1","1"
"151","5b76febccee87f0001f989ac","inanimate","lexical","SPOOVY","1","2"
"152","5b76febccee87f0001f989ac","inanimate","lexical","TROBY","1","2"
"153","5b76febccee87f0001f989ac","inanimate","lexical","BRISPY","1","3"
"154","60c620563db55cd06f3772fa","inanimate","lexical","SPOOVY","1","4"
"155","60c620563db55cd06f3772fa","inanimate","lexical","TROBY","1","3"
"156","60c620563db55cd06f3772fa","inanimate","lexical","BRISPY","1","2"
"157","60952cf5021566048602c467","inanimate","lexical","DAXY","1","2"
"158","60952cf5021566048602c467","inanimate","lexical","WILPY","1","3"
"159","60952cf5021566048602c467","inanimate","lexical","SPOOVY","1","2"
"160","60952cf5021566048602c467","inanimate","lexical","TROBY","1","3"
"161","60952cf5021566048602c467","inanimate","lexical","BRISPY","1","3"
"162","60952cf5021566048602c467","inanimate","lexical","LARPY","1","1"
"163","57a0a143913c710001976735","inanimate","lexical","DAXY","1","1"
"164","57a0a143913c710001976735","inanimate","lexical","WILPY","1","1"
"165","57a0a143913c710001976735","inanimate","lexical","SPOOVY","1","1"
"166","57a0a143913c710001976735","inanimate","lexical","TROBY","1","1"
"167","57a0a143913c710001976735","inanimate","lexical","BRISPY","1","1"
"168","5acbd7530527ba0001c265e7","inanimate","lexical","DAXY","1","1"
"169","5acbd7530527ba0001c265e7","inanimate","lexical","WILPY","1","2"
"170","5acbd7530527ba0001c265e7","inanimate","lexical","SPOOVY","1","2"
"171","5acbd7530527ba0001c265e7","inanimate","lexical","TROBY","1","2"
"172","5acbd7530527ba0001c265e7","inanimate","lexical","BRISPY","1","2"
"173","5acbd7530527ba0001c265e7","inanimate","lexical","LARPY","1","1"
"174","5a986d1789de8200013ef74e","inanimate","lexical","DAXY","1","1"
"175","5a986d1789de8200013ef74e","inanimate","lexical","WILPY","1","2"
"176","5a986d1789de8200013ef74e","inanimate","lexical","SPOOVY","1","2"
"177","5a986d1789de8200013ef74e","inanimate","lexical","TROBY","1","2"
"178","5a986d1789de8200013ef74e","inanimate","lexical","BRISPY","1","2"
"179","5f6a4e9f9b08d50eef23534d","inanimate","lexical","SPOOVY","1","1"
"180","5f6a4e9f9b08d50eef23534d","inanimate","lexical","TROBY","1","3"
"181","63e543776175d50494dd5efd","inanimate","lexical","DAXY","1","2"
"182","63e543776175d50494dd5efd","inanimate","lexical","WILPY","1","3"
"183","63e543776175d50494dd5efd","inanimate","lexical","SPOOVY","1","3"
"184","63e543776175d50494dd5efd","inanimate","lexical","TROBY","1","3"
"185","63e543776175d50494dd5efd","inanimate","lexical","BRISPY","1","4"
"186","592a836f6109cd00010bc414","inanimate","lexical","TROBY","1","2"
"187","592a836f6109cd00010bc414","inanimate","lexical","BRISPY","1","2"
"188","5a453d59b77a5000014a85c7","inanimate","lexical","DAXY","1","1"
"189","5a453d59b77a5000014a85c7","inanimate","lexical","WILPY","1","2"
"190","5a453d59b77a5000014a85c7","inanimate","lexical","SPOOVY","1","2"
"191","5a453d59b77a5000014a85c7","inanimate","lexical","TROBY","1","2"
"192","57985ec2913c71000197610d","inanimate","lexical","DAXY","1","1"
"193","57985ec2913c71000197610d","inanimate","lexical","WILPY","1","1"
"194","57985ec2913c71000197610d","inanimate","lexical","SPOOVY","1","1"
"195","57985ec2913c71000197610d","inanimate","lexical","TROBY","1","2"
"196","57985ec2913c71000197610d","inanimate","lexical","BRISPY","1","1"
"197","57985ec2913c71000197610d","inanimate","lexical","LARPY","1","1"
"198","5f0049efc573a300096568f7","inanimate","lexical","WILPY","1","2"
"199","5f0049efc573a300096568f7","inanimate","lexical","TROBY","1","3"
"200","5f0049efc573a300096568f7","inanimate","lexical","BRISPY","1","1"
"201","5ff090bc539a38452f1f9a06","inanimate","lexical","WILPY","1","1"
"202","5ff090bc539a38452f1f9a06","inanimate","lexical","BRISPY","1","2"
"203","5c18e4f1e23c230001bb615f","inanimate","lexical","DAXY","1","1"
"204","5c18e4f1e23c230001bb615f","inanimate","lexical","WILPY","1","2"
"205","5c18e4f1e23c230001bb615f","inanimate","lexical","SPOOVY","1","1"
"206","5c18e4f1e23c230001bb615f","inanimate","lexical","TROBY","1","1"
"207","5c18e4f1e23c230001bb615f","inanimate","lexical","BRISPY","1","2"
"208","5b905d47e057280001e4af42","inanimate","lexical","WILPY","1","3"
"209","5b905d47e057280001e4af42","inanimate","lexical","SPOOVY","1","3"
"210","5b905d47e057280001e4af42","inanimate","lexical","TROBY","1","2"
"211","5b905d47e057280001e4af42","inanimate","lexical","BRISPY","1","4"
"212","5b905d47e057280001e4af42","inanimate","lexical","LARPY","1","3"
"213","5f2eb1d21cdf492436120f62","inanimate","lexical","DAXY","1","2"
"214","5f2eb1d21cdf492436120f62","inanimate","lexical","WILPY","1","2"
"215","5f2eb1d21cdf492436120f62","inanimate","lexical","TROBY","1","1"
"216","5f2eb1d21cdf492436120f62","inanimate","lexical","BRISPY","1","2"
"217","60392763efab5035af4abd8d","inanimate","lexical","DAXY","1","1"
"218","60392763efab5035af4abd8d","inanimate","lexical","WILPY","1","2"
"219","60392763efab5035af4abd8d","inanimate","lexical","SPOOVY","1","1"
"220","60392763efab5035af4abd8d","inanimate","lexical","TROBY","1","2"
"221","60392763efab5035af4abd8d","inanimate","lexical","BRISPY","1","1"
"222","5c4f133ee459660001e33c72","inanimate","lexical","DAXY","1","1"
"223","5c4f133ee459660001e33c72","inanimate","lexical","WILPY","1","3"
"224","5c4f133ee459660001e33c72","inanimate","lexical","SPOOVY","1","2"
"225","5c4f133ee459660001e33c72","inanimate","lexical","TROBY","1","3"
"226","5c4f133ee459660001e33c72","inanimate","lexical","BRISPY","1","2"
"227","5c4f133ee459660001e33c72","inanimate","lexical","LARPY","1","2"
"228","5983b86106cd1f0001f8e283","inanimate","lexical","TROBY","1","2"
"229","5983b86106cd1f0001f8e283","inanimate","lexical","BRISPY","1","1"
"230","5ed12a5eec9433042524d6ee","inanimate","lexical","DAXY","1","1"
"231","5ed12a5eec9433042524d6ee","inanimate","lexical","WILPY","1","2"
"232","5ed12a5eec9433042524d6ee","inanimate","lexical","SPOOVY","1","1"
"233","5ed12a5eec9433042524d6ee","inanimate","lexical","BRISPY","1","1"
"234","5dd6acddb2204f630544ac50","inanimate","lexical","DAXY","1","1"
"235","5dd6acddb2204f630544ac50","inanimate","lexical","SPOOVY","1","1"
"236","5dd6acddb2204f630544ac50","inanimate","lexical","TROBY","1","1"
"237","5dd6acddb2204f630544ac50","inanimate","lexical","BRISPY","1","1"
"238","5dd6acddb2204f630544ac50","inanimate","lexical","LARPY","1","1"
"239","62a47ba3f5c623f2b40c33ba","inanimate","lexical","DAXY","1","1"
"240","62a47ba3f5c623f2b40c33ba","inanimate","lexical","WILPY","1","1"
"241","62a47ba3f5c623f2b40c33ba","inanimate","lexical","SPOOVY","1","1"
"242","62a47ba3f5c623f2b40c33ba","inanimate","lexical","TROBY","1","2"
"243","62a47ba3f5c623f2b40c33ba","inanimate","lexical","BRISPY","1","1"
"244","63cd6e1eaddf253acec71c9a","inanimate","lexical","DAXY","1","1"
"245","63cd6e1eaddf253acec71c9a","inanimate","lexical","WILPY","1","2"
"246","63cd6e1eaddf253acec71c9a","inanimate","lexical","SPOOVY","1","3"
"247","63cd6e1eaddf253acec71c9a","inanimate","lexical","TROBY","1","1"
"248","63cd6e1eaddf253acec71c9a","inanimate","lexical","BRISPY","1","3"
"249","56e6f0dec89073000de74780","inanimate","lexical","DAXY","1","1"
"250","56e6f0dec89073000de74780","inanimate","lexical","WILPY","1","2"
"251","56e6f0dec89073000de74780","inanimate","lexical","SPOOVY","1","2"
"252","56e6f0dec89073000de74780","inanimate","lexical","TROBY","1","2"
"253","56e6f0dec89073000de74780","inanimate","lexical","BRISPY","1","2"
"254","5d24cf6110577200016ac8f9","inanimate","lexical","DAXY","1","1"
"255","5d24cf6110577200016ac8f9","inanimate","lexical","WILPY","1","1"
"256","5d24cf6110577200016ac8f9","inanimate","lexical","SPOOVY","1","1"
"257","5d24cf6110577200016ac8f9","inanimate","lexical","TROBY","1","1"
"258","5d24cf6110577200016ac8f9","inanimate","lexical","BRISPY","1","1"
"259","62b0585a12750b02563b92e5","inanimate","lexical","WILPY","1","2"
"260","62b0585a12750b02563b92e5","inanimate","lexical","SPOOVY","1","2"
"261","62b0585a12750b02563b92e5","inanimate","lexical","TROBY","1","1"
"262","62b0585a12750b02563b92e5","inanimate","lexical","BRISPY","1","2"
"263","6086a6bd99f215799dbbae97","inanimate","lexical","DAXY","1","2"
"264","6086a6bd99f215799dbbae97","inanimate","lexical","WILPY","1","3"
"265","6086a6bd99f215799dbbae97","inanimate","lexical","SPOOVY","1","2"
"266","6086a6bd99f215799dbbae97","inanimate","lexical","TROBY","1","2"
"267","6086a6bd99f215799dbbae97","inanimate","lexical","BRISPY","1","3"
"268","600ed94aada7da7ee3fd0b97","inanimate","lexical","WILPY","1","3"
"269","600ed94aada7da7ee3fd0b97","inanimate","lexical","SPOOVY","1","3"
"270","600ed94aada7da7ee3fd0b97","inanimate","lexical","TROBY","1","3"
"271","600ed94aada7da7ee3fd0b97","inanimate","lexical","BRISPY","1","3"
"272","5f5e116c2074a4664940c45a","animate","bleached","DAXY","1","2"
"273","5f5e116c2074a4664940c45a","animate","bleached","SPOOVY","1","1"
"274","5f5e116c2074a4664940c45a","animate","bleached","TROBY","1","1"
"275","5f5e116c2074a4664940c45a","animate","bleached","BRISPY","1","3"
"276","5f5e116c2074a4664940c45a","animate","bleached","LARPY","1","2"
"277","60a8818456a7f461db92d4ad","animate","bleached","SPOOVY","1","3"
"278","60a8818456a7f461db92d4ad","animate","bleached","TROBY","1","4"
"279","63ea6fd5f35892d3e2c6e16c","animate","bleached","DAXY","1","1"
"280","63ea6fd5f35892d3e2c6e16c","animate","bleached","SPOOVY","1","1"
"281","63ea6fd5f35892d3e2c6e16c","animate","bleached","TROBY","1","1"
"282","63ea6fd5f35892d3e2c6e16c","animate","bleached","BRISPY","1","2"
"283","63ea6fd5f35892d3e2c6e16c","animate","bleached","LARPY","1","2"
"284","5fbaf990efe4a5bcf223f9d7","animate","bleached","DAXY","1","3"
"285","5fbaf990efe4a5bcf223f9d7","animate","bleached","WILPY","1","4"
"286","5fbaf990efe4a5bcf223f9d7","animate","bleached","SPOOVY","1","2"
"287","5fbaf990efe4a5bcf223f9d7","animate","bleached","TROBY","1","1"
"288","5fbaf990efe4a5bcf223f9d7","animate","bleached","BRISPY","1","2"
"289","63d41180f831d7e83dd6c9a1","animate","bleached","DAXY","1","2"
"290","63d41180f831d7e83dd6c9a1","animate","bleached","WILPY","1","2"
"291","63d41180f831d7e83dd6c9a1","animate","bleached","TROBY","1","1"
"292","63d41180f831d7e83dd6c9a1","animate","bleached","BRISPY","1","2"
"293","63d41180f831d7e83dd6c9a1","animate","bleached","LARPY","1","2"
"294","5f1b9073b07b733a1b4fdd8b","animate","bleached","DAXY","1","2"
"295","5f1b9073b07b733a1b4fdd8b","animate","bleached","WILPY","1","2"
"296","5f1b9073b07b733a1b4fdd8b","animate","bleached","SPOOVY","1","2"
"297","5f1b9073b07b733a1b4fdd8b","animate","bleached","TROBY","1","2"
"298","5f1b9073b07b733a1b4fdd8b","animate","bleached","BRISPY","1","2"
"299","5f563771f9d13401b412c765","animate","bleached","DAXY","1","3"
"300","5f563771f9d13401b412c765","animate","bleached","WILPY","1","2"
"301","5f563771f9d13401b412c765","animate","bleached","SPOOVY","1","2"
"302","5f563771f9d13401b412c765","animate","bleached","TROBY","1","2"
"303","5f563771f9d13401b412c765","animate","bleached","BRISPY","1","3"
"304","5f563771f9d13401b412c765","animate","bleached","LARPY","1","2"
"305","5d5bb3833234e300164e518a","animate","bleached","DAXY","1","3"
"306","5d5bb3833234e300164e518a","animate","bleached","WILPY","1","2"
"307","5d5bb3833234e300164e518a","animate","bleached","SPOOVY","1","2"
"308","5d5bb3833234e300164e518a","animate","bleached","TROBY","1","3"
"309","5d5bb3833234e300164e518a","animate","bleached","BRISPY","1","2"
"310","5d5bb3833234e300164e518a","animate","bleached","LARPY","1","2"
"311","59609bdb599b690001ef2c59","animate","bleached","DAXY","1","2"
"312","59609bdb599b690001ef2c59","animate","bleached","WILPY","1","2"
"313","59609bdb599b690001ef2c59","animate","bleached","SPOOVY","1","3"
"314","59609bdb599b690001ef2c59","animate","bleached","TROBY","1","1"
"315","59609bdb599b690001ef2c59","animate","bleached","BRISPY","1","3"
"316","628775652a4a95dff424b930","animate","bleached","DAXY","1","3"
"317","628775652a4a95dff424b930","animate","bleached","WILPY","1","2"
"318","628775652a4a95dff424b930","animate","bleached","SPOOVY","1","2"
"319","628775652a4a95dff424b930","animate","bleached","TROBY","1","2"
"320","628775652a4a95dff424b930","animate","bleached","BRISPY","1","3"
"321","628775652a4a95dff424b930","animate","bleached","LARPY","1","1"
"322","5c85883136f2450001c86ba9","animate","bleached","DAXY","1","1"
"323","5c85883136f2450001c86ba9","animate","bleached","SPOOVY","1","4"
"324","5c85883136f2450001c86ba9","animate","bleached","TROBY","1","2"
"325","5c85883136f2450001c86ba9","animate","bleached","BRISPY","1","3"
"326","5ffafdf0223a2e4d377fdefb","animate","bleached","DAXY","1","2"
"327","5ffafdf0223a2e4d377fdefb","animate","bleached","TROBY","1","3"
"328","5ffafdf0223a2e4d377fdefb","animate","bleached","BRISPY","1","3"
"329","5ffafdf0223a2e4d377fdefb","animate","bleached","LARPY","1","2"
"330","62b1e9ba68c260c4d300f075","animate","bleached","DAXY","1","1"
"331","62b1e9ba68c260c4d300f075","animate","bleached","WILPY","1","1"
"332","62b1e9ba68c260c4d300f075","animate","bleached","SPOOVY","1","1"
"333","62b1e9ba68c260c4d300f075","animate","bleached","TROBY","1","1"
"334","62b1e9ba68c260c4d300f075","animate","bleached","BRISPY","1","1"
"335","62b1e9ba68c260c4d300f075","animate","bleached","LARPY","1","1"
"336","63cf790208bad370e26f403e","animate","bleached","DAXY","1","3"
"337","63cf790208bad370e26f403e","animate","bleached","WILPY","1","2"
"338","63cf790208bad370e26f403e","animate","bleached","SPOOVY","1","4"
"339","63cf790208bad370e26f403e","animate","bleached","TROBY","1","2"
"340","63cf790208bad370e26f403e","animate","bleached","BRISPY","1","4"
"341","63cf790208bad370e26f403e","animate","bleached","LARPY","1","3"
"342","5efef7a02e80084179599349","animate","bleached","DAXY","1","2"
"343","5efef7a02e80084179599349","animate","bleached","WILPY","1","3"
"344","5efef7a02e80084179599349","animate","bleached","SPOOVY","1","2"
"345","5efef7a02e80084179599349","animate","bleached","TROBY","1","2"
"346","5efef7a02e80084179599349","animate","bleached","BRISPY","1","2"
"347","63e5200afb60e577630f1b93","animate","bleached","DAXY","1","2"
"348","63e5200afb60e577630f1b93","animate","bleached","WILPY","1","1"
"349","63e5200afb60e577630f1b93","animate","bleached","SPOOVY","1","2"
"350","63e5200afb60e577630f1b93","animate","bleached","TROBY","1","2"
"351","63e5200afb60e577630f1b93","animate","bleached","BRISPY","1","3"
"352","63e5200afb60e577630f1b93","animate","bleached","LARPY","1","1"
"353","63e5fc8bcf6b5bddf4d4fe81","animate","bleached","DAXY","1","2"
"354","63e5fc8bcf6b5bddf4d4fe81","animate","bleached","WILPY","1","3"
"355","63e5fc8bcf6b5bddf4d4fe81","animate","bleached","SPOOVY","1","2"
"356","63e5fc8bcf6b5bddf4d4fe81","animate","bleached","TROBY","1","1"
"357","63e5fc8bcf6b5bddf4d4fe81","animate","bleached","BRISPY","1","4"
"358","63e5fc8bcf6b5bddf4d4fe81","animate","bleached","LARPY","1","1"
"359","63ebf69594c369d209178fb4","animate","bleached","DAXY","1","2"
"360","63ebf69594c369d209178fb4","animate","bleached","WILPY","1","3"
"361","63ebf69594c369d209178fb4","animate","bleached","SPOOVY","1","2"
"362","63ebf69594c369d209178fb4","animate","bleached","TROBY","1","2"
"363","63ebf69594c369d209178fb4","animate","bleached","BRISPY","1","3"
"364","63ebf69594c369d209178fb4","animate","bleached","LARPY","1","3"
